GENE,logFC,PValue,FDR
Vps51,-0.272074864238741,0.178250933688575,0.481674500568878
Camp,0.922548198755112,0.178343821800718,0.48185740459633
Cfap100,1.02320188308791,0.178354078157367,0.48185740459633
Gm19399,1.06468772766931,0.178466096616866,0.482112120062598
Usp31,-0.317808477687719,0.178619786652719,0.482479346197003
2010320M18Rik,-0.402070002923297,0.178651164350232,0.482516147856003
Upf3a,-0.208982818724842,0.17887016406424,0.483059637231914
Etnppl,2.23257596861608,0.178975827001242,0.483296969902311
Ifnz,-1.31292105688606,0.179029053218277,0.483301393413828
Tlr1,0.556723388834972,0.179048648212388,0.483301393413828
5730408K05Rik,0.608217170297908,0.179067081490492,0.483301393413828
Tbcel,0.295884202065929,0.179074735253268,0.483301393413828
Naa40,-0.260847691621184,0.179083908719655,0.483301393413828
Syt13,0.634032747337921,0.179084158102604,0.483301393413828
Ar,-1.02639318107875,0.179115899143506,0.483339061042627
Srpk1,-0.267983221226501,0.179164688226424,0.483422720272609
Hipk3,-0.242875868724712,0.179200409925595,0.483450564625792
Pdzd7,0.716077737529321,0.179210583119499,0.483450564625792
Hyls1,-0.480223957903249,0.179247369315621,0.483488874081847
Cym,-1.23876290257477,0.179260362195915,0.483488874081847
Trav14d-2,-0.980230285185276,0.179297843756405,0.483541982085269
Tnnt1,0.423215006649081,0.17934604925158,0.483623997679203
Scimp,-0.550353595308434,0.179424050482279,0.483741790478429
Ighv1-78,0.764291637027454,0.179425328003718,0.483741790478429
Epm2a,-0.492851681480331,0.179484091298205,0.483840320024034
LOC100503793,0.531939924608253,0.179497477714498,0.483840320024034
Gm9054,-0.837954978198586,0.179521475444134,0.483857019148761
Serpina3g,0.558858569645603,0.179636985636583,0.484085683849083
Il7,-0.633461243887503,0.179641937058091,0.484085683849083
Rexo4,-0.222114163249022,0.179784565979642,0.484376059252429
Psmb6,-0.231163853370696,0.179785337420012,0.484376059252429
Pstk,-0.364168265274807,0.179853374495404,0.484502360329695
Zbtb7c,0.632361831831022,0.17989005458927,0.484502360329695
Mfsd3,-0.414734874231701,0.179892025638429,0.484502360329695
Gm2035,-2.66338733104872,0.179906074369634,0.484502360329695
Srgap2,-0.234517043417944,0.179921348202937,0.484502360329695
BC005512,1.65997206786229,0.179973615731943,0.484566900215879
Kcnq1ot1,0.44942070838266,0.179980972724504,0.484566900215879
Slc22a28,3.09517499583508,0.180101342315591,0.484842945997965
Chrac1,-0.259932483121784,0.180135656093551,0.484878639237792
Nim1k,0.586809078737856,0.180150281431371,0.484878639237792
NA,-0.287967381644696,0.180329425558274,0.485294362052631
Eif4g1,-0.240633397610648,0.180340448755715,0.485294362052631
Sesn1,-0.239760889165795,0.180391693016188,0.485384202008412
Sgms2,0.533580977847059,0.180413102444617,0.485393754834908
Lama1,0.776365684896606,0.180459693120006,0.485471048135073
Snx19,-0.225525435717596,0.180484178432639,0.485488864372595
P4htm,-0.618909488637872,0.180519405248517,0.485527682608613
Gstz1,-0.37781471249546,0.180539227623766,0.485527682608613
Zfp697,0.574275100292216,0.180552201630864,0.485527682608613
Dazl,-1.08400613357859,0.180602132534965,0.485573545771616
Col6a1,0.421763023994554,0.18061496049475,0.485573545771616
Rnase12,-0.904248606932558,0.180622853958977,0.485573545771616
Tmem268,0.30685219871233,0.180651841627215,0.485603442150734
Rps27rt,-0.288066094209124,0.180670069350339,0.48560441207208
4922502D21Rik,-2.68736983681285,0.180722107322911,0.485696247891763
Wwc1,0.422911233814672,0.180857869132758,0.485773567211579
Pram1,0.560440644068478,0.180858749236684,0.485773567211579
Tma16,0.343034767455653,0.180859337730575,0.485773567211579
Nbea,0.486643321070286,0.180873296304063,0.485773567211579
Fzd5,-0.338584735528457,0.180886884423073,0.485773567211579
Kcnj12,-2.21181915345593,0.18089261778836,0.485773567211579
Mir1968,2.61262330575535,0.180893417894033,0.485773567211579
Acnat1,-0.784421908611257,0.180893861942985,0.485773567211579
Wdr70,-0.222627130311078,0.180939521707318,0.485848178273384
BC030870,2.61090516830276,0.180999832754591,0.485962111472589
Aifm2,-0.721536730766264,0.181057665239678,0.486069368189372
Tmem255a,0.814761095950559,0.181344511661483,0.486791356291106
Rny1,-1.57205838509332,0.181391566071927,0.486854279026898
H2-D1,0.469617303308003,0.181403778053107,0.486854279026898
5730522E02Rik,2.59093721249999,0.181444390723338,0.486915195050315
Slc30a4,0.356201707288286,0.181519444041771,0.487068513141603
Kif23,-0.481163946685658,0.181576951754334,0.487174725738503
Ermn,2.59111725011528,0.181609698288936,0.487177334502299
Praf2,0.302519418216944,0.181615560866905,0.487177334502299
Mefv,0.637815459735019,0.181631698388896,0.487177334502299
Pxdc1,-0.471402718535446,0.18166898515123,0.487229262623375
Gprc5a,0.60249626271401,0.181828041612488,0.487544940669066
Slc12a5,0.607754650929056,0.181842396724454,0.487544940669066
Tomt,-0.389148223356133,0.181851614341227,0.487544940669066
Coq10b,-0.494982669281834,0.181858442492476,0.487544940669066
Raver1,-0.282055560331475,0.181889910538821,0.487546567719529
Atp6v0a2,-0.225082514278557,0.18189492610751,0.487546567719529
Jpt1,-0.252970939500065,0.18195202700712,0.487548233789906
Crygb,3.07763179463592,0.181960587012698,0.487548233789906
Mettl6,0.239247608369968,0.181971727177809,0.487548233789906
NA,0.805271958071751,0.181999122847591,0.487548233789906
Trav6-4,-0.899998051856542,0.182019029384729,0.487548233789906
Mir709,-2.66286837350095,0.182019151410611,0.487548233789906
2610035D17Rik,-0.615432816187701,0.182021116607166,0.487548233789906
Lpar1,0.429636051228053,0.182042912010792,0.487558563809748
Opa3,-0.196101090307308,0.182071421377284,0.487586871771918
Slc22a30,4.00777287439452,0.182107695468172,0.487630372543609
Pdxk-ps,1.29295454614365,0.182123548022009,0.487630372543609
Wfdc21,0.637333709045567,0.182207128905031,0.48777749219852
Speer2,-3.53817022620344,0.182214388987511,0.48777749219852
0610025J13Rik,-3.16741090063597,0.182323396311327,0.488021231863853
Lrrc27,0.413300392091948,0.182413114654764,0.488213298198112
Tomm40,-0.356553029352777,0.182545993375248,0.488520830439726
Snord14e,-0.833643954669337,0.182570165501994,0.48853741539615
Pitx2,2.59044992371033,0.182614185058172,0.48860710136799
Arhgap33,-0.471151060875989,0.182636899373672,0.488619774394825
Hdac5,-0.355325045877885,0.182699612555897,0.488739445832354
Prss35,-0.723766568903066,0.182734917973756,0.488771614969641
Megf8,0.412952046794043,0.182747604817009,0.488771614969641
Acp2,0.344937597959298,0.182830320771218,0.488944729729502
Marco,1.25492164520563,0.182865918596259,0.488991814396666
Fgf23,1.44991347600378,0.183001153731994,0.489300547857229
Lim2,-1.81726680196532,0.183030762166963,0.489300547857229
Gm8332,-2.67542343096751,0.183058213170077,0.489300547857229
Sdc2,0.331673559842848,0.18306769638684,0.489300547857229
Taz,-0.224127537390641,0.183075257173314,0.489300547857229
Fkbpl,-0.296415190050047,0.183089391504765,0.489300547857229
Mfsd4b1,0.817734278443464,0.183165080926733,0.489366814923235
Xcl1,-0.464828145607323,0.183184254875437,0.489366814923235
NA,1.48190986983828,0.183186080439413,0.489366814923235
Cacna1a,0.448742311041238,0.183186209022738,0.489366814923235
Fdx1,-0.295462486138717,0.183223882824027,0.489419352459383
Ndufa11,-0.340196810655441,0.183262153441353,0.489458153703979
Gm4064,-3.19133684879422,0.183287537774661,0.489458153703979
Ankrd24,-0.392824206227004,0.183292434909272,0.489458153703979
Apoo-ps,-0.295268870063768,0.183401075078803,0.489700149284487
Traj16,1.8730966459092,0.183474154789966,0.489847156486883
2310043L19Rik,2.59105777556377,0.1835285338225,0.489944211841834
Vgll3,0.787973829916846,0.183547692472067,0.489947233716195
Fam241b,-0.885805010299217,0.183649374023031,0.490131668566527
Gm12522,0.712957045071726,0.183652853772453,0.490131668566527
2010016I18Rik,0.616155771826304,0.183682251448318,0.490161994316529
Adgrg6,0.478763714485074,0.183728194557309,0.49020661180915
Ube2w,-0.29946824345351297,0.1837350437654,0.49020661180915
Zfp959,-0.317130535898018,0.183793339052549,0.49031401277083
Trim71,-1.99121934240049,0.183914559185083,0.490535938485053
Mpeg1,0.533850993013636,0.183928508672545,0.490535938485053
Heatr5b,-0.235226787433203,0.183930672545023,0.490535938485053
Igkv9-120,0.811500392103072,0.183981276626017,0.490622754848754
Gm9047,-2.66392532399729,0.184013172480277,0.490639160835351
Myoz1,1.50960273377152,0.184023533079053,0.490639160835351
B130055M24Rik,-0.368069796084971,0.184046884278452,0.490653287670824
Tlr7,0.539298362779411,0.184143527381372,0.490772472454935
Chodl,2.59093177200759,0.184152904903229,0.490772472454935
Kif4,-0.572688388355847,0.184163110780274,0.490772472454935
Snord49b,-0.673846776830104,0.184163819366713,0.490772472454935
Prr11,-0.600662434879197,0.184272624095788,0.490969196248341
Srebf1,-0.463304318716275,0.18427376912062,0.490969196248341
Gpr31b,1.21912172643087,0.184307584897217,0.491011159568856
Mcpt-ps1,2.27855924204623,0.184350674833105,0.491077819395175
Gm5662,-2.67570912496286,0.184371032729781,0.491083917930489
Plagl1,0.77069266597329,0.18444028840276,0.491220244830831
Gm20764,3.10697920253923,0.18452005051884,0.491365903935258
Nppc,2.60843375517848,0.184531137329084,0.491365903935258
1700110C19Rik,1.59257146874784,0.184627205771962,0.491573552672038
Ston1,0.480598359765596,0.184716315339685,0.491762634402713
Trhr2,2.61209794405196,0.184785255298158,0.491858774637215
Dnmt3b,-0.398275513229125,0.184803132451645,0.491858774637215
Hoxa1,0.885050831815798,0.184806718664971,0.491858774637215
Kcna7,1.43653226041382,0.184848694195484,0.491886314807559
Gm11213,2.58974530030033,0.184853262424828,0.491886314807559
Mup2,4.00404703512026,0.184877989367006,0.491903952325585
Trim47,0.489014289341796,0.184936794952175,0.492012250392048
Grm4,2.59163525706584,0.184998280280034,0.492127655841348
Prdm2,-0.265470311068355,0.185029708541957,0.492163089495191
Mettl16,-0.332547558863773,0.185059799483708,0.492194959405783
Mylk4,-3.55460900543556,0.185106570903458,0.492200892428407
Pdzd4,0.387091225719727,0.185126933616888,0.492200892428407
A630073D07Rik,2.59019481357962,0.185127038788398,0.492200892428407
Nfe2l2,-0.283768153952027,0.185145648408718,0.492200892428407
Tyw5,-0.299698788440239,0.185152686748639,0.492200892428407
2700070H01Rik,-1.89726396030354,0.185170687850195,0.492200892428407
Htt,-0.211403647428945,0.185195701636833,0.492212936088401
Mad2l2,-0.353219992742059,0.185211438882081,0.492212936088401
Trim26,0.277535946705179,0.185276993909387,0.492307699091865
Gm8297,2.59004280187703,0.185283323669403,0.492307699091865
Thbd,0.665719373513754,0.185358047955976,0.492458102189196
Art2b,-0.777144756870954,0.185507097698653,0.492805923990977
Cmas,0.290683374296261,0.185536068843519,0.492818710601075
Opn3,-0.455631825827707,0.185548175634895,0.492818710601075
Fbxo2,-1.02529289601661,0.185588170849219,0.492876773061455
NA,3.07641417147844,0.185644121827713,0.492977194641466
Hes5,0.698153080398088,0.185695126972709,0.49306446424299
Ckb,0.423813993794161,0.185783899297449,0.493230860615289
Tmem192,-0.288373928342931,0.185794089222537,0.493230860615289
Agtpbp1,-0.232334984054798,0.185857253408084,0.493350355540414
4921508D12Rik,-2.66360430728092,0.185935844562491,0.493510773375385
Tmem115,-0.272493397348697,0.185956571642996,0.493517592098915
Igkv11-125,1.1533950073719,0.186009072786709,0.493608727716262
Trpt1,-0.429819113620012,0.186065088616089,0.493708243110615
Phf3,-0.189868701217219,0.18609953933601,0.493708243110615
Slc6a7,-2.6760858063094,0.1861010688645,0.493708243110615
Spin4,0.602566553952545,0.186137681264735,0.493713249505411
Casc1,0.604650760810509,0.186139286496263,0.493713249505411
4930511E03Rik,-0.94931631291171,0.186192600617041,0.493806468791038
Swsap1,-0.24416591407939,0.186226180661574,0.493847337711085
Zfp40,-0.391820052957636,0.186316454628502,0.494038528814444
Lrrn4,-0.724265437420403,0.186348503199739,0.494075306649665
Gdpd4,2.59092714901372,0.186383215267688,0.494088620496546
Slc6a1,0.906200085183561,0.186389882848931,0.494088620496546
Hsd11b1,0.258028954238917,0.186491555709137,0.494272236165794
Erich4,-2.67512058354259,0.186502446828383,0.494272236165794
Adam1a,-0.477345954835481,0.186513707425453,0.494272236165794
Gm4779,-2.69215920434235,0.186583560194719,0.494407808177416
Rab11a,-0.18331653256394,0.186607922609392,0.494407808177416
DXBay18,-1.33301191652031,0.186619437951805,0.494407808177416
Hspb7,1.3718113898598,0.186682029375338,0.494494680027935
Dnase2a,0.310111948673263,0.186706260926068,0.494494680027935
NA,0.467533354465542,0.186706810642285,0.494494680027935
Oip5,-0.624449507730262,0.186734643450883,0.494520206016911
Gm14685,-1.33302322384211,0.18677554964072,0.494574192729845
Hivep2,-0.341140148389846,0.186804107093724,0.494574192729845
Ces2h,-1.89962968170361,0.186809620021509,0.494574192729845
Scamp1,-0.289099396039637,0.186842010885706,0.494595311133145
Ush1c,1.64712272507037,0.186853992226172,0.494595311133145
NA,0.811092547950092,0.186924330306332,0.494733311266511
Arhgap4,-0.281897971726347,0.186978009595863,0.494827197936316
Klk4,-1.51694159055283,0.187094966931033,0.495088511948062
Gm3264,1.19950365283623,0.187159851215172,0.495174254029922
Gm9780,0.54993458426841,0.187163807044019,0.495174254029922
Dpp9,-0.346664620345888,0.187193940647982,0.495205773104099
Tagap,0.369017712833524,0.187230159181515,0.495236984146779
Gm906,-2.66425334640372,0.187254305797715,0.495236984146779
Trpc4ap,-0.225078281232492,0.18726040274022,0.495236984146779
Pnma5,-2.67505475077918,0.187289987695726,0.495267034012662
Krr1,-0.235059357929906,0.187323459125766,0.495307354370969
Fmo6,2.58636144105473,0.187410643768465,0.495464956961577
Fyn,0.313516835529302,0.187445256655355,0.495464956961577
Ngb,0.998902483728069,0.187445613333319,0.495464956961577
Gucy2c,0.547765784044169,0.187462708698345,0.495464956961577
Emc6,-0.182881673692146,0.187474212347506,0.495464956961577
Gprc5d,-1.5795405747951,0.187525387211193,0.495552017405252
A930004D18Rik,-0.609046010995255,0.187558859082643,0.495568956254112
Ldlrad2,3.08664819807612,0.187568264210826,0.495568956254112
Acly,-0.314856956304222,0.18758677744734,0.495569695202299
Snord8,-1.45642960972658,0.187640993412234,0.495611157210872
Mir875,3.09155979052617,0.18765179748613,0.495611157210872
Sirt7,-0.218564784226845,0.187657810375374,0.495611157210872
Gm15122,-0.770361471210519,0.187679101886145,0.495611157210872
A430035B10Rik,-0.53976939949325,0.187693647344329,0.495611157210872
4930451G09Rik,-0.452852838884814,0.187749086418471,0.495637310033255
Siglec1,0.564589418628865,0.187766009019384,0.495637310033255
Arxes2,-0.553916313440131,0.187778210348382,0.495637310033255
Zc2hc1c,0.606802220925718,0.187792836210358,0.495637310033255
Trp53bp1,-0.209544789903425,0.187794731915172,0.495637310033255
F730043M19Rik,-0.585724009148044,0.188035367275538,0.496224220524502
Fcgr2b,-0.439072190379991,0.188069478942167,0.496266055162055
Pcf11,-0.25714468569285,0.188203274635033,0.496570896156252
Nlk,-0.240121380878673,0.188223958316114,0.496573515470683
Wdr73,-0.25036936724948,0.188241060861976,0.496573515470683
Tex19.2,-2.67511525453077,0.188259078825929,0.496573515470683
Lyz1,0.383641328205189,0.188281013683695,0.496583180097928
Dcaf12,0.233360029074771,0.188498206156001,0.497107776548995
Mfsd4b4,-0.432635509901833,0.1885374260076,0.497162967057394
Gm10256,-3.1913517836509,0.18861771738772,0.497326439743969
Mir744,-2.68423609969422,0.188651104348148,0.497366220300544
Abraxas2,-0.239197812787901,0.188743782185595,0.497475189591394
2310015D24Rik,2.48273192493682,0.188755356537445,0.497475189591394
Efna5,0.4481402185006,0.188756352355997,0.497475189591394
Mir1966,2.57843236277025,0.188776138987556,0.497475189591394
Gm14486,-2.69294693889419,0.188787401659421,0.497475189591394
Sh2b3,0.310990690958095,0.188814957077342,0.497475189591394
Pfkfb3,0.398624330840923,0.188820562045139,0.497475189591394
Sult6b2,1.59693710383902,0.188916838268536,0.497628558639476
Nuak1,0.369682444866918,0.188920337519586,0.497628558639476
Spata1,-0.427333017868884,0.188933702365825,0.497628558639476
Txndc5,-0.293905034092919,0.18906832311102,0.497934879247521
Rexo1,-0.325370801707411,0.189099415849491,0.497968513067854
Ak1,0.907501190815598,0.189343836769281,0.498563857736126
Gm19269,2.57853625093068,0.189421256021215,0.49871939527275
Unc119,-0.327947849346477,0.18949750234325,0.498871814818596
Ighv3-4,1.65958096138251,0.189537143219379,0.498927846543294
NA,-0.40520923541417597,0.189616052038128,0.499087224321546
Ppfia3,-1.07152168214276,0.189769232548646,0.499433242890375
Grrp1,0.716055832755208,0.189784264784274,0.499433242890375
Mir3074-1,2.58416875763722,0.189810128888838,0.499452947339504
Snx12,-0.198857463236012,0.189853969311091,0.499519945005434
Col24a1,-2.68370284676397,0.189956973822141,0.499709798451472
Plscr4,-0.517569978112657,0.189996534501736,0.499709798451472
Cstl1,-2.6625071682065,0.190010747048222,0.499709798451472
Id4,0.546091494774972,0.190018038217211,0.499709798451472
Atr,0.259637003214443,0.19001805684521,0.499709798451472
Ccdc42,0.91333271443906,0.190085014759855,0.499821869361963
Acyp2,-0.471733515475236,0.190114655441082,0.499821869361963
Zfyve1,-0.201511657676389,0.190115842579343,0.499821869361963
NA,-1.60914919515026,0.190142917225862,0.499838237935031
Hsp90b1,0.262426297084915,0.190158849856441,0.499838237935031
Mgst3,-0.493764517678766,0.190305501005993,0.500143222588753
